alloy,curve,lmp,stress_mpa,source_file,page,method,extracted_on
Centralloy G 4852,average,28.583697135310995,19.264338899716574,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.611167112218983,19.090616842655106,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.6387120244239,18.917544061658695,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.66633132953624,18.74513047599175,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.69402448516651,18.57338584403709,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.7217909489252,18.402319762684595,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.749630178422816,18.231941666759685,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.777541631269855,18.062260828491823,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.805524765076814,17.89328635702281,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.833579037454196,17.725027197954773,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.861703906012497,17.55749213293769,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.889898828362217,17.390689779296626,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.918163262113854,17.22462858969787,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.946496664877905,17.059316851854618,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.974898494264874,16.89476268827139,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.00336820788526,16.730974056027453,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.031905263349554,16.567958746598617,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.060509118268264,16.40572438571772,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.089179230251887,16.244278433273156,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.117915056910917,16.083628183245416,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.14671605585586,15.923780763681384,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.175581684697207,15.764743136706223,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.204511401045465,15.606522098572267,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.233504662511127,15.449124279745213,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.262560926704694,15.292556145026854,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.291679651236667,15.136823993714144,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.320860293717544,14.981933959794597,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.350102311757823,14.827892012177365,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.379405162968002,14.674703954959918,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.40876830495858,14.522375427729758,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.438191195340064,14.370911905901155,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.46767329172294,14.220318701086347,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.495366526193596,14.079726392208958,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.52290179286357,13.940561837909451,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.55027944418483,13.802814703589329,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.577499832609355,13.66647463405728,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.60456331058911,13.53153125636614,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.63147023057607,13.397974182588154,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.6582209450222,13.265793012528304,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.68481580637948,13.13497733637683,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.711255167099875,13.005516737301596,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.737539379635358,12.877400793980183,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,29.763668796437905,12.750619083073673,WST_G_4852_161109.pdf,6,vector,2026-09-07
